link_ppt,link_mbps,normalized_score_per_sender
0.2370000000,2.3700,-3.417737
0.3758919969,3.7589,-2.501954
0.5961805627,5.9618,-1.844788
0.9455675201,9.4557,-0.954704
1.4997099720,14.9971,-0.727118
2.3786032751,23.7860,-1.171503
3.7725651265,37.7257,-1.790408
5.9834474219,59.8345,-2.479618
9.4900000000,94.9000,-3.145290
